type,titre,prix,localisation,surface,pièces,chambres,salles_de_bains,caractéristiques,description,prix_m2,parking,pool,furnished,bedrooms,bathrooms,city,standing,étage,état
Appartement,Appartement 2 chbres neuf avec terrasse,1450000.0,"Guéliz,Marrakech",58.0,2.0,2.0,1.0,"Terrasse, Chambre rangement, Meublé, Salon européen, Climatisation, Double vitrage, Cuisine équipée, Réfrigérateur, Four","Appartement de 58 m2 
15 m2 terrasse 
2 chbres 
1 sdb 
1 toilette séparés 
Investissement locatif 
1 er étage 
Coller à trattoria et Bab hôtel",18589.74358974359,False,False,False,2.0,1.0,Marrakech,haut standing,1.0,neuf
Appartement,"Apparemment de 65 m2 à Dahomey 
Bouznika",10500.0,"PlageOued Cherrat, Bouznika",82.0,2.0,2.0,2.0,"Ascenseur, Vue sur mer, Sécurité, Double vitrage, Porte blindée, Cuisine équipée","Apparemment bien ensoleillé au coeur de Dahomey à 2 min vers la plage et à côté de Marjane et Hôpital Cheikh Zayed et à 2 min vers l sortie d’autoroute
شروط الدعم متوفرة",161.53846153846155,False,False,False,2.0,2.0,Bouznika,haut standing,1.0,neuf
Appartement,Appartement à La vente Castilla – Tanger,970000.0,"Castilla,Tanger",100.0,2.0,2.0,2.0,"Terrasse, Ascenseur, Concierge, Façade extérieure, Antenne parabolique, Sécurité, Cuisine équipée","WISSBEN IMMOBILIER mets à votre disposition un appartement ensoleillé à la vente, dans un immeuble bien entretenu et sécurisé.
L’appartement se compose de 2 chambres à coucher dont une suite parentale avec salle de bain et la terrasse, un salons une cuisine, et WC.
L’appartement vous offre des bonnes prestations, et aussi proche de toute commodités ( Banque, cafés, restaurants, Gare TGV, Hôtel Hilton, centre commercial City Center etc…. )
Cond...",12763.157894736842,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Appartement,Appartement 2 terrasse 2 chambres 2 salon contacte immo cham...,2500000.0,"Agdal,Rabat",137.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Salon Marocain, Salon européen, Cuisine équipée","Affaire à saisir pour cet appartement à vendre.
Prix 2 600 000 DH.
2 chambres, 2 salles de bains, 137 m².
2 pièces lumineuses.
4ème étage.
Moins de 30 ans.
Dispose d'une terrasse.
Résidence avec ascenseur.

Idéal si vous souhaitez acheter un appartement à Agdal.
Spacieux salon marocain traditionnel.
Salon contemporain.

Soyez le premier à visiter cet appartement en vente à Rabat.
Cuisine bien équipée.
Conciergerie à disposition",18248.17518248175,False,False,False,2.0,2.0,Rabat,haut standing,3.0,neuf
Appartement,Nozha Résidence à Ain Sebaâ _ Appartement 3 chambres  Salon,1060000.0,"AïnSebaâ,
								Casablanca",106.0,2.0,2.0,2.0,"Jardin, Terrasse, Garage, Ascenseur, Façade extérieure, Salon Marocain, Salon européen, Climatisation, Sécurité, Cuisine équipée, Four","Nozha Ain Sebaâ est une fusion de confort moderne et de commodités à portée de main, où chaque détail facilite le quotidien. Une création qui répond aux besoins d’une clientèle nouvelle-génération, alliant vitalité de quartier et tranquillité chez soi.

Nozha est une adresse colorée et animée, où l’architecture et les espaces publics accueillent la plus vivante des diversités. Situé sur 15 Ha, le long de la route côtière et en plein cœur du qua...",12045.454545454546,False,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,À vendre apparemment 90m a côté lycée lyauty,1500000.0,"Anfa,Casablanca",90.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Meublé, Salon européen, Climatisation, Porte blindée, Cuisine équipée","POUR L’AINVESTISSMENT

À VENDRE – Appartement Meublé 90 m² – Boulevard Ziraoui

Emplacement idéal : Boulevard Ziraoui, proche de toutes commodités.

Appartement meublé situé au 1er étage dans une résidence avec ascenseur et parking.

Composition :
 • 2 chambres
 • Salon
 • Cuisine équipée
 • 2 Salles de bains
 • Balcon  terrasse

 Prix : 1 500 000 DH (négociable)

 Contactez-nous pour plus d’informations ou pour organiser une visite",16666.666666666668,True,False,True,2.0,2.0,Casablanca,moyen standing,1.0,neuf
Appartement,"Appartement à vendre á Costa Beach 
Bouznika",1100000.0,"PlageOued Cherrat, Bouznika",92.0,2.0,2.0,2.0,"Jardin, Terrasse, Garage, Ascenseur, Piscine, Concierge, Façade extérieure, Salon Marocain, Salon européen, Climatisation, Sécurité, Double vitrage, Porte blindée, Cuisine équipée","À vendre, un magnifique appartement de 92 m², idéalement situé au deuxième étage avec ascenseur dans une résidence fermée et sécurisée à Bouznika Plage, juste en face du golf.

Profitez d'un cadre de vie exceptionnel avec un jardin luxuriant et une grande piscine. L'appartement se compose d'un salon lumineux s'ouvrant sur une superbe terrasse de 15 m², d'une cuisine moderne, de deux chambres à coucher confortables et de deux salles de bain.

Cett...",11956.521739130434,False,True,False,2.0,2.0,Bouznika,haut standing,1.0,neuf
Appartement,Studio de 46m à vendre à ain sebaa,440000.0,"AïnSebaâ, Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Salon Marocain, Porte blindée, Cuisine équipée, Four","Le Maître Du Foncier vous propose un studio de 46m dont 10m de terrasse situé au cinquième étage, il contient un salon donnant sur la terrasse, une chambre à coucher, une salle de bain, cuisine séparée, avec une façade EST.

- grand carrelage.
- Peinture Khayal
- Sanitaire et robinetterie de qualité.
- Carrelage dans les chambres
- Cuisine équipée d'un trio (plaque, four et hotte).
- Parking Gratuit.
- ascenseur.

Visite sur rendez-vous, n'hésite...",9565.217391304348,True,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Bel appartement de 202m en plein bd zerktouni,2900000.0,"Maârif,Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Ascenseur, Concierge, Salon Marocain, Salon européen, Sécurité, Cuisine équipée","Le Maître Du Foncier vous propose un bel appartement de 202m très bien orienté avec deux façades, sud et ouest, situé au sixième étage en plein bd zerktouni, proche de tout commodités, l'appartement contient un double salon, 4 chambres à couchers dont une suite parentale, une belle cuisine avec buanderie, une deuxième salle de bain et une salle d'eau, un joli balcon coté salon, l'appartement est très lumineuse.

N'hésitez pas à nous contacter p...",14356.435643564357,False,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Bel appartement de 68m au maarif,1450000.0,"Maârif,Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Salon Marocain, Salon européen, Antenne parabolique, Sécurité, Cuisine équipée","Le Maître Du Foncier vous propose un bel appartement de 68m avec deux façades traversantes, il contient un salon, deux chambres à couchers, une cuisine équipée, et une salle de bain, et un balcon, couvert, l'immeuble contient deux ascenseurs, double sous-sols avec une place au parking de 13m titré, l'appartement es situé à quelques pas de mundiapolis.

N'hésitez pas à nous contacter pour un rendez-vous",21323.529411764703,True,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Bel appartement de 96m à ain sebaa,966000.0,"AïnSebaâ, Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Façade extérieure, Salon Marocain, Salon européen, Antenne parabolique, Cuisine équipée","Le Maître Du foncier vous propose un bel appartement de 96m dont 8m de terrasse à ain sebaa, il contient un bon hall à l'entrée, un salon, une belle cuisine avec balcon, deux chambres à coucher dont une suite parentale avec terrasse et une deuxième salle de bain.

- Marbre ibiza blanc.
- Peinture de qualité
- Sanitaire et robinnetterie de qualité.
- Cuisine équipée d'un trio.
- Parking gratuit.
- Vidéophone.
- Aluminium de qualité.
- Parabole col...",10062.5,True,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Appartement de 85m bien orienté à l'oasis,17500.0,"Oasis,Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Meublé, Salon Marocain, Antenne parabolique, Climatisation, Porte blindée, Cuisine équipée","Le Maître Du foncier vous propose un appartement en vente avec deux façades Est-Ouest, situé dans une impasse très calme et proche des axes routiers principaux de Casablanca, route d’Eljadida et l’autoroute, chaque appartement contient un salon, deux chambres à couchers dont une suite parentale avec balcon, une cuisine équipé d’un trio et un chauffe-eaux électrique ARISTOM  75 L.

- Carrelage italien SUPREME GOLDEN. 

- Peinture Khayal.

-...",205.8823529411765,False,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Belle opportunité de 37m à ain sebaa,444000.0,"AïnSebaâ, Casablanca",106.0,2.0,2.0,2.0,"Garage, Ascenseur, Concierge, Salon européen, Cuisine équipée","Le Maître Du Foncier vous propose un studio de 37m bien agencé, un salon, une chambre à coucher, cuisine américaine et salle de bain vue sur la rue, il sera livrable dans 3 à 5 mois.

- Grand carrelage.
- Peinture de qualité
- Sanitaire et robinnetterie de qualité.
- Cuisine équipée d'un trio.
- Parking gratuit.
- Vidéophone.
- Aluminium de qualité.
- Parabole collective

Visite sur rendez-vous.

NB : On envoie pas la localisation.

Pour les gens...",12000.0,True,False,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Appartement Route de Casa avec Piscine,740000.0,"RouteCasablanca, Marrakech",63.0,2.0,2.0,2.0,"Garage, Piscine, Chambre rangement","Appartement de 63m² à la route de Casa, à côté de McDonald's.
11m2 sous-sol pour parking et stockage.
Piscine.
2 chambres à coucher, salon, cuisine.
Vue des montagnes",11746.031746031746,True,True,False,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,"Appartement Vide A Vendre 
Vue Sur Mer 
Malabata",2000000.0,"Malabata,Tanger",150.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Vue sur mer, Concierge, Façade extérieure, Climatisation, Sécurité, Porte blindée, Cuisine équipée","L’agence MBI Investment mets à votre disposition ce grand appartement à vendre  à Malabata,  à 5 minutes de la plage, du park dit Villa Harris , dans une résidence privée  sécurisée . Il dispose d’une surface habitable de 150 m² et comprend 2 chambres à coucher dont 1 suite parentale avec dressing , 2 salles de bains, petite terrasse privée avec vue sur mer . La réception dispose d’un grand salon ,vue dégagée sur mer et jardins.

Le tout bénéfi...",18181.81818181818,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Appartement,Appartement à vendre de 91m 2 et 29 m² de terrase,1995000.0,"Guéliz,Marrakech",91.0,2.0,2.0,2.0,"Terrasse, Piscine, Concierge, Sécurité","Situé au 1er étage d'une résidence sécurisée de 5 étages, cet appartement lumineux de 91 m² habitables vous séduira par ses volumes généreux et sa belle terrasse de 29 m², idéale pour profiter des beaux jours.

Il se compose de :
		2 chambres spacieuses,
		Une salle de bain fonctionnelle,
		Une cuisine ouverte moderne sur un vaste séjour,
		Une buanderie pratique.

L'ensemble offre un cadre de vie agréable, au sein d'un immeuble bien entretenu, i...",16352.459016393444,False,False,False,2.0,2.0,Marrakech,haut standing,1.0,neuf
Appartement,Appartement à vendre à Khmiss Zmamra,245000.0,Zemamra,80.0,2.0,2.0,1.0,,"Résidence Qods vous offre des appartements de 2 chambres salon, avec de différentes superficies, allant de 57 à 80 m².  Situé en plein centre de la ville de Zemamra, sur l'avenue Mohamed V, le projet se distingue par son emplacement et sa  proximité de toutes commodités pour faciliter la vie quotidienne",3951.6129032258063,False,False,False,2.0,1.0,Zemamra,haut standing,1.0,neuf
Appartement,Appartement à vendre à Khmiss Zmamra,250000.0,Zemamra,80.0,2.0,2.0,1.0,,"Résidence Qods vous offre des appartements de 2 chambres salon, avec de différentes superficies, allant de 57 à 80 m².  Situé en plein centre de la ville de Zemamra, sur l'avenue Mohamed V, le projet se distingue par son emplacement et sa  proximité de toutes commodités pour faciliter la vie quotidienne",3846.153846153846,False,False,False,2.0,1.0,Zemamra,haut standing,1.0,neuf
Appartement,Joli Studios Haute Standing à Quartier Val fleury,910000.0,"ValFleury, Casablanca",38.0,2.0,2.0,2.0,"Garage, Ascenseur, Concierge, Façade extérieure, Antenne parabolique, Climatisation, Sécurité, Porte blindée, Cuisine équipée, Four","Trés Bon investissement Trés Joli Studios de 38m² a 56m2 Haute Standing Quartier Val fleury  .... ect très bien agencer avec une bonne finition  au 2éme étage avec Deux Façades ensoleillé toute la journée à partir 900.000dh

Dans une résidence Neuf trés bien Situer avec un agent de sécurités Quartier trés Calme
pour plus d'information contacter Notre agent M. Omar",20681.81818181818,False,False,False,2.0,2.0,Casablanca,moyen standing,2.0,neuf
Appartement,Vente Appartement Rabat Hay Riad,2300000.0,"Riyad,Rabat",131.0,2.0,2.0,2.0,"Garage, Ascenseur, Façade extérieure, Salon Marocain, Salon européen, Cuisine équipée","EN EXCLUSIVITÉ.
AYKANA agences immobilières met en vente un appartement à Rabat Hay Riad.
Appartement de 145 , situé au 3éme étage sans ascenseur.
Il se compose d’un double salon, séjour, salle d’eau pour les invités, cuisine avec buanderie, 3 chambres à coucher dont une suite parentale avec salle de bain, les deux autres chambres partagent une salle de douche, une place au garage plus un box.
Prix : 2.300.000 Dhs
N’hésitez pas à contacter v...",15862.06896551724,True,False,False,2.0,2.0,Rabat,haut standing,3.0,neuf
Appartement,Vente Appartement Rabat Agdal,2100000.0,"Agdal,Rabat",129.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Façade extérieure","AYKANA agences immobilières met en vente un appartement à Rabat au bas d'Agdal.
Appartement proche de la gare Rabat-Agdal.
Sur 129 m², cet appartement ensoleillé orienté Est/ouest est au 1er étage avec ascenseur et développe un double salon, toilette pour invités, 2 chambres et une salle de bain, une 3ème chambre transformée en salon privé, une cuisine, un grand balcon et 2 places de garage.
Frais de syndic est 150 dhs / mois",16279.06976744186,True,False,False,2.0,2.0,Rabat,haut standing,1.0,neuf
Appartement,Vente joli appartement de 129m² à Targa,1800000.0,"HayTarga, Marrakech",129.0,2.0,2.0,2.0,"Jardin, Terrasse, Ascenseur, Piscine, Concierge, Chambre rangement, Meublé, Façade extérieure, Salon Marocain, Salon européen, Antenne parabolique, Climatisation, Chauffage central, Sécurité, Double vitrage, Porte blindée, Cuisine équipée","L'agence MRI met en vente joli appartement d'une superficie de 129m² à Targa, dans une résidence fermée avec deux piscines communes. Situé au 2ème étage, cet appartement offre deux chambres à coucher, chacune avec sa salle de bain et une terrasse. Il est équipé d’un chauffe-eau solaire, de la climatisation centrale couvrant les deux salons, et d’une cuisine bien aménagée. Des places de parking sont disponibles sur place. Un cadre agréable et conf...",13953.488372093025,True,True,False,2.0,2.0,Marrakech,haut standing,2.0,neuf
Appartement,Vente Appartement Hay Riad Rabat,2200000.0,"Riyad,Rabat",100.0,2.0,2.0,1.0,"Garage, Façade extérieure","UN BIEN EXCEPTIONNEL POUR HABITATION OU ACTIVITÉ DENTAIRE !

AYKANA vous présente cette rare opportunité au cœur du prestigieux Hay Riad :
Appartement RDC de 100m²
Double usage : Habitation ou Cabinet dentaire clé en main
Garage privé inclus

CONFIGURATION INTELLIGENTE :

Grand salon lumineux

Séjour fonctionnel

2 chambres à coucher

1 salle de bains  1 salle d’eau

Espace idéal pour aménager une salle d’attente et un cabinet dentaire

HAY RIAD...",22000.0,True,False,False,2.0,1.0,Rabat,haut standing,3.0,neuf
Appartement,Studio neuf géré à vendre de 38m² CIL Casablanca,950000.0,"CIL(Hay Salam), Casablanca",106.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Meublé, Salon européen, Climatisation, Sécurité, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Situé dans un quartier très recherché à Casablanca a proximité de toutes les commodités. Un studio bien agencé style boutique hotel dans un immeuble très bien administré.
Studio bien localisé, meublé et loué idéal pour un investissement locatif clef en main avec loyers garantis. Pour organiser une visite ou obtenir plus d'informations, n'hésitez pas à nous contacter.
*Place de parking non incluse",25000.0,True,False,True,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Appartement à vendre à Mansouria,1372000.0,"ElMansouria, El Mansouria",91.0,2.0,2.0,2.0,"Jardin, Garage, Vue sur mer","La vie coté mer...
Tangerine est une résidence fermée et sécurisée, composée d'immeubles R 3, offrant un cadre naturel idéal pour toute la famille. Avec ses équipements modernes, son environnement serein et son emplacement stratégique, elle incarne un art de vivre unique, alliant confort et bien-être.
Située à Mansouria, près de Mohammedia, elle bénéficie d'une accessibilité optimale aux commodités : commerces, écoles et transports. Son emplace...",14000.0,False,False,False,2.0,2.0,El Mansouria,moyen standing,1.0,neuf
Appartement,Appartement à vendre à Mansouria,1245000.0,"ElMansouria, El Mansouria",91.0,2.0,2.0,2.0,"Jardin, Garage, Vue sur mer","La vie coté mer...
Tangerine est une résidence fermée et sécurisée, composée d'immeubles R 3, offrant un cadre naturel idéal pour toute la famille. Avec ses équipements modernes, son environnement serein et son emplacement stratégique, elle incarne un art de vivre unique, alliant confort et bien-être.
Située à Mansouria, près de Mohammedia, elle bénéficie d'une accessibilité optimale aux commodités : commerces, écoles et transports. Son emplace...",13532.608695652174,False,False,False,2.0,2.0,El Mansouria,moyen standing,1.0,neuf
Appartement,Apt à vendre à Bourgogne Ouest,1660000.0,"BourgogneOuest, Casablanca",122.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Climatisation, Sécurité, Cuisine équipée","A vendre un appartement lumineux de 122 m2 et sans vis à vis, sur le Bd Zerkoutni.
Au 7ème étage dans une résidence sécurisée et concierge 24h 7/7, constitué de :
3 chambres
2 salles de bain
un double salon
une cuisine moderne équipée
une place au garage

Prix de vente : 1 660 000 dh
Frais d'agence : 1,5%",13606.55737704918,True,False,False,2.0,2.0,Casablanca,moyen standing,7.0,neuf
Appartement,Appartement à vendre à Mansouria,1385500.0,"ElMansouria, El Mansouria",91.0,2.0,2.0,2.0,"Jardin, Garage, Vue sur mer","La vie coté mer...
Tangerine est une résidence fermée et sécurisée, composée d'immeubles R 3, offrant un cadre naturel idéal pour toute la famille. Avec ses équipements modernes, son environnement serein et son emplacement stratégique, elle incarne un art de vivre unique, alliant confort et bien-être.
Située à Mansouria, près de Mohammedia, elle bénéficie d'une accessibilité optimale aux commodités : commerces, écoles et transports. Son emplace...",13994.949494949497,False,False,False,2.0,2.0,El Mansouria,moyen standing,1.0,neuf
Appartement,Bd La Résistance: VENTE Appartement 2 FACADES,1650000.0,"LaGironde, Casablanca",144.0,2.0,2.0,1.0,"Jardin, Terrasse, Garage, Ascenseur, Concierge, Façade extérieure, Salon Marocain, Salon européen, Sécurité, Cuisine équipée","Bel appartement lumineux avec deux façades à vendre dans une résidence fermée et sécurisée
Appartement de 144 m2 et 16 m2 garage titré
Orientation est ouest avec 2 façades donnant sur une cour calme (non accessible qu'au bureau de syndic)
1 suite parentale avec sa salle de bain et grand placards.
2 grandes chambres pour enfants
1 salle de bain et 1 salle d'eau pour invité
Double salon
1 grande cuisine
Bien ensoleillé dans une résidence bien entre...",11458.333333333334,True,False,False,2.0,1.0,Casablanca,moyen standing,3.0,neuf
Appartement,Appartement à vendre à Hassan,1800000.0,"Hassan- Centre Ville, Rabat",90.0,2.0,2.0,1.0,"Terrasse, Garage, Ascenseur, Salon Marocain, Cuisine équipée","Century 21 met en vente un appartement en plein Hassan, situé au 5ème étage, Très spacieux et moderne, aménagé avec des matériaux de haut standing offrant une superficie habitable de 90 m².
Les prestations sont de grande qualité : carrelage au sol, cuisine bien aménagée.
Cet appartement est disposé comme suit :
* 2 chambres à coucher.
* 1 Salle de bain invitée
* 1 grand salon balcon.
* Une grande cuisine entièrement agencée.
L'immeuble dis...",20000.0,False,False,False,2.0,1.0,Rabat,haut standing,5.0,neuf
Appartement,Appartement à vendre à Diour Jamaa,2100000.0,"DiourJamaa, Rabat",105.0,2.0,2.0,2.0,"Garage, Ascenseur, Salon Marocain, Cuisine équipée","Century 21 vous propose un appartement exceptionnel à vendre, idéalement situé À diour jamaa, en 2éme étage d’un immeuble moderne avec ascenseur et garage.
D’une superficie généreuse de 105 m², cet appartement bénéficie d’une orientation plein sud, offrant une luminosité optimale et un ensoleillement parfait tout au long de la journée.

Les prestations sont de qualité supérieure :
• 2 chambres.
• 2 salles de bain
• Un grand salon spacieux...",20000.0,True,False,False,2.0,2.0,Rabat,haut standing,3.0,neuf
Appartement,Appartement à vendre à Diour jamaa,1800000.0,"DiourJamaa, Rabat",89.0,2.0,2.0,2.0,"Garage, Ascenseur, Salon européen, Cuisine équipée","Century 21 vous propose un appartement exceptionnel à vendre, idéalement situé À diour jamaa, en 2éme étage d’un immeuble moderne avec ascenseur et garage.
D’une superficie généreuse de 89 m², cet appartement bénéficie d’une orientation plein sud, offrant une luminosité optimale et un ensoleillement parfait tout au long de la journée.

Les prestations sont de qualité supérieure :
• 2 chambres.
• 2 salles de bain
• Un grand salon spacieux,
...",20224.719101123595,True,False,False,2.0,2.0,Rabat,haut standing,3.0,neuf
Appartement,Appartement à vendre à prestigia,2300000.0,"Riyad,Rabat",90.0,2.0,2.0,2.0,"Garage, Ascenseur","Century 21 met en vente un bel appartement à Prestigia-HAY RIAD, d’une superficie de 90m², situé au RDC, dans un immeuble très bien entretenu et calme et sécurisé, à proximité de toutes les commodités.

L’appartement se compose de :
*2 chambres dont une parentale.
*Un Salon
* 2 salles de bains
*Une grande Cuisine
L’immeuble est disposent d’un Ascenseur 

Pour plus d'informations, n'hésitez pas à nous contacter. Nous serons ravis de vous...",25555.555555555555,False,False,False,2.0,2.0,Rabat,haut standing,3.0,neuf
Appartement,Appartement a vendre 2 pièces salon,850000.0,"Californie,Casablanca",106.0,2.0,2.0,2.0,"Jardin, Garage, Concierge, Meublé, Façade extérieure, Salon européen, Sécurité, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Appartement a vendre très bien meublée 2 pièces salon, au 3eme étage, dans une résidence Moyen standing fermée et bien sécurisée avec parking.
Permis d'habiter disponible
Prix avec meuble 890000",14912.280701754386,True,False,True,2.0,2.0,Casablanca,moyen standing,3.0,neuf
Appartement,Votre Appartement de reve,1830000.0,"Centre,Kénitra",100.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Meublé, Façade extérieure, Porte blindée, Cuisine équipée","Sans commission a Lacheteur

Ce magnifique appartement non meublé de 140 mètres carrés est une opportunité unique pour ceux qui recherchent une maison au cœur de la ville de Kenitra, au Maroc. Située sur l'avenue Mohamed Diouri, cette propriété est située dans l'un des quartiers les plus exclusifs et centraux de la ville, entourée d'un grand nombre de services et de commodités.

La distribution de l'appartement est excellente, avec un total d...",12200.0,False,False,True,2.0,2.0,Kenitra,haut standing,3.0,neuf
Appartement,Votre agence de confiance,1500000.0,"Administratif,Tanger",100.0,2.0,2.0,2.0,Meublé,"Bienvenue chez Immokamraoui, votre agence immobilière de confiance à Tanger et dans d'autres villes du Maroc !

Chez Immokamraoui, nous sommes fiers de vous proposer une large gamme de services immobiliers spécialisés dans la vente, les transactions onéreuses et les locations. Notre équipe de professionnels qualifiés et passionnés est là pour vous offrir une expérience immobilière exceptionnelle.

Notre objectif principal est de vous aider à...",15000.0,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Appartement,Apparemment à vendre,315000.0,"Essaada,El Jadida",89.0,2.0,2.0,1.0,"Façade extérieure, Sécurité","Apparemment dsns quartier Alaouine, situé au 1e étage,  
2 chambres, 1 salon, 1 salle de bain, à côté de Marjane, d'une école primaire, derrière Hammamat al Alia, contactez sur Watsup intermédiaire s'abstenir",4921.875,False,False,False,2.0,1.0,El Jadida,moyen standing,1.0,neuf
Appartement,Appartement à vendre à Darbouazza,1150000.0,"DarBouazza, Dar Bouazza",100.0,2.0,2.0,2.0,"Jardin, Terrasse, Garage, Piscine","Notre agence vous propose à la vente un joli appartement situé au sein d’une résidence fermée sécurisée et à 2 mins d’une belle promenade au bord de la mer . 
L appartement est 2ème étage, il comprend : un salon avec une terrasse, 2 chambres dont une suite parentale avec sa salle de bain et Jacuzzi, une 2ème salle de bain, une place au parking.
La résidence est très bien entretenue, elle possède 2 piscine ainsi que des espaces verts",12500.0,True,True,False,2.0,2.0,Dar Bouazza,moyen standing,2.0,neuf
Appartement,Appartement de luxe a vendre,1200000.0,"RouteNationale Assilah (N1), Tanger",100.0,2.0,2.0,2.0,"Terrasse, Salon Marocain, Climatisation, Double vitrage, Porte blindée, Cuisine équipée","appart avec 3 chambre , salon marocain, séjour, une terrasse avec une magnifique vue",10000.0,False,False,False,2.0,2.0,Tanger,haut standing,1.0,neuf
Appartement,Appartement en vente à Samlalia. Superficie 101 m². Double v...,1610000.0,"Samlalia,Marrakech",101.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Piscine, Concierge, Salon Marocain, Salon européen, Antenne parabolique, Climatisation, Chauffage central, Sécurité, Double vitrage, Porte blindée, Cuisine équipée, Réfrigérateur, Four, Machine à laver, Micro-ondes","Découvrez cet appartement à vendre. Prix 1 610 000 DH. 2 chambres à coucher, 2 salles de bains, 101 m². 2 pièces. Moins de 10 ans. Type de sol: Marbre. Résidence sécurisée et porte blindée. Le bien dispose également d'une antenne parabolique et d'un beau salon marocain traditionnel.

Venez découvrir cet appartement à vendre à Samlalia. Appréciez le confort de la climatisation. La résidence dispose également d'un service de concierge et d'une pisc...",15940.59405940594,False,False,False,2.0,2.0,Marrakech,haut standing,1.0,neuf
Appartement,Appartement Prix imbattable,930000.0,"LaGironde, Casablanca",89.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Concierge, Façade extérieure, Antenne parabolique, Sécurité, Cuisine équipée, Four","Nous mettons en vente cet appartement bien ensoleillé de 89m².
L’appartement se trouve dans le quartier de la gironde proche de toutes commodités,
au 6 ème étage d’un immeuble bien entretenu, avec ascenseur et concierge.
Il n’y a que deux appartements par étage.
l'appartement se compose de deux chambres, dont une avec balcon.
 une salle de bain avec baignoire et une grande cuisine avec balcon.

L’appartement est vendu avec une place de par...",10449.438202247193,False,False,False,2.0,2.0,Casablanca,moyen standing,6.0,neuf
Appartement,Appartement 113m2 à vendre à dyar ennakhil salé,1700000.0,"Tabriquet,Salé",85.0,2.0,2.0,2.0,"Jardin, Terrasse, Garage, Ascenseur, Piscine, Salon Marocain, Salon européen, Climatisation, Sécurité, Cuisine équipée, Réfrigérateur, Four, Machine à laver","Appartement 113 m à vendre au 4eme étage (dernier étage)- 2appartements/ étage dans une résidence fermée et sécurisé avec piscine salle de sport mosquée.
Proche du tramway et de la gare salé ville, marina
2 places au garage, double façade",15044.24778761062,True,True,False,2.0,2.0,Salé,moyen standing,4.0,neuf
Appartement,À vendre en Urgence Appart vue sur mer Casa port,1450000.0,"RochesNoires, Casablanca",150.0,2.0,2.0,2.0,"Terrasse, Garage, Ascenseur, Vue sur mer, Concierge, Chambre rangement, Meublé, Façade extérieure, Salon Marocain, Salon européen, Antenne parabolique, Cheminée, Climatisation, Sécurité, Double vitrage, Porte blindée, Cuisine équipée, Four","Superbe appart spacieux de 150m² (138m² habitable  terrasse 12 m² vue sur Mer) au 6 ème étage dans une résidence bien entretenue avec ascenseur.
*2 suites parentales avec salles de bain privatifs
*Chambre/ séjour vue sur mer
*Cuisine équipée (Bosh - Franke)
* Double salon et espace salle à manger Hall
* Exposition idéale, ensoleillé et lumière traversante
*Grand box privé (12 m²) place titrée 28 M2
*Double vitrage et isolation thermique 
...",9666.666666666666,False,False,False,2.0,2.0,Casablanca,moyen standing,6.0,neuf
